CellID,ClusterID,ClusterName
811,3,Reln
812,5,eL5
813,2,eL4
814,1,eL5
815,11,eL2/3
816,1,PVALB
817,9,Astro-2
818,8,eL4
819,10,Oligo
820,15,Micro
821,5,eL2/3
822,1,eL2/3
823,11,Oligo
824,0,Oligo
825,5,Endo
826,5,Astro-2
827,5,eL4
828,5,eL6-2
829,11,Astro-2
830,8,eL2/3
831,-1,NA
832,11,eL6-1
833,0,Endo
834,-1,NA
835,5,Micro
836,6,eL6-2
837,5,eL6-2
838,10,eL2/3
839,-1,NA
840,1,eL2/3
841,0,Astro-2
842,11,Oligo
843,8,eL6-2
844,11,Astro-2
845,2,eL4
846,1,Endo
847,1,eL2/3
848,5,Astro-2
849,-1,NA
850,14,eL5
851,3,Endo
852,9,Reln
853,3,PVALB
854,2,Reln
855,3,eL6-2
856,1,eL4
857,10,Endo
858,5,Astro-1
859,9,eL6-1
860,5,eL4
861,8,eL4
862,-1,NA
863,2,eL6-2
864,5,Astro-2
865,5,Oligo
866,8,eL4
867,5,eL6-2
868,3,eL2/3
869,10,eL2/3
870,6,VIP
871,1,Oligo
872,6,Reln
873,0,eL2/3
874,8,Oligo
875,1,eL4
876,0,Micro
877,5,Micro
878,2,eL6-2
879,8,eL6-1
880,1,PVALB
881,2,eL5
882,8,eL4
883,7,VIP
884,2,Oligo
885,-1,NA
886,8,eL2/3
887,1,eL4
888,5,HPC
889,11,eL4
890,4,Oligo
891,2,eL4
892,2,eL2/3
893,5,Oligo
894,7,Endo
895,1,Endo
896,-1,NA
897,5,Oligo
898,13,SST
899,9,Endo
900,1,Oligo
901,0,Astro-2
902,2,eL6-1
903,0,Oligo
904,1,eL6-2
905,15,eL6-2
906,0,eL6-2
907,8,eL5
908,8,eL2/3
909,5,Astro-2
910,1,eL6-1
911,2,eL4
912,8,eL2/3
913,11,Oligo
914,2,Oligo
915,1,Oligo
916,3,eL2/3
917,0,eL4
918,11,eL2/3
919,-1,NA
920,-1,NA
921,7,eL2/3
922,8,Reln
923,8,eL5
924,2,eL4
925,9,eL2/3
926,0,Micro
927,5,PVALB
928,2,eL4
929,-1,NA
930,11,eL5
931,8,Oligo
932,11,Astro-2
933,9,eL4
934,8,Oligo
935,5,eL2/3
936,11,HPC
937,0,eL2/3
938,2,SST
939,1,eL2/3
940,5,Oligo
941,0,Astro-1
942,9,Reln
943,8,eL6-1
944,5,eL6-2
945,2,eL4
